Year,Team,BPIO,BPID
2021,Coppin State,-6.8,-0.7
2021,Florida International,-3.0,-4.6
2021,Binghamton,-2.4,-5.2
2022,Villanova,9.1,3.5
2022,Illinois,7.0,4.9
2022,Gonzaga,8.4,3.2
2022,Kentucky,7.6,3.7
2022,Houston,6.0,5.2
2022,Kansas,6.6,4.5
2022,UCLA,7.3,3.7
2022,Michigan,6.2,3.7
2022,Purdue,5.7,4.0
2022,Tennessee,5.4,4.3
2022,UConn,5.2,4.0
2022,Baylor,6.1,3.0
2022,Oregon,5.8,2.9
2022,Duke,5.6,2.9
2022,Ohio State,5.9,2.5
2022,LSU,6.1,2.1
2022,Iowa,6.5,1.6
2022,Memphis,3.0,5.1
2022,Seton Hall,4.3,3.8
2022,Mississippi State,3.9,4.1
2022,Texas,5.9,2.0
2022,Arkansas,4.4,3.4
2022,Florida,4.1,3.6
2022,Michigan State,4.4,3.3
2022,West Virginia,3.6,4.1
2022,Richmond,5.4,2.3
2022,St. Bonaventure,4.5,3.1
2022,San Diego State,3.2,4.2
2022,Louisville,4.4,3.1
2022,Notre Dame,6.0,1.3
2022,St. John's,4.2,3.1
2022,Virginia Tech,4.6,2.6
2022,Syracuse,4.1,3.1
2022,Providence,4.3,2.8
2022,Alabama,4.0,2.9
2022,Auburn,4.6,2.4
2022,Wisconsin,2.7,4.0
2022,Oklahoma State,2.0,4.7
2022,Florida State,3.5,3.1
2022,SMU,3.6,3.0
2022,USC,2.9,3.6
2022,Texas Tech,3.7,2.8
2022,Loyola Chicago,3.1,3.3
2022,Maryland,3.4,3.0
2022,Xavier,3.6,2.8
2022,North Carolina,3.9,2.4
2022,Ole Miss,2.3,3.8
2022,BYU,3.7,2.4
2022,Oklahoma,3.0,3.0
2022,Saint Mary's,2.7,3.3
2022,Arizona,2.9,2.9
2022,UAB,3.7,2.0
2022,Virginia,2.2,3.4
2022,UCF,2.9,2.7
2022,Northwestern,2.6,2.9
2022,NC State,3.1,2.4
2022,Arizona State,3.2,2.3
2022,Belmont,3.9,1.4
2022,Saint Louis,2.9,2.4
2022,Miami,2.9,2.3
2022,Iona,2.0,3.1
2022,Butler,2.3,2.8
2022,TCU,2.5,2.5
2022,Furman,3.4,1.7
2022,Indiana,2.1,2.9
2022,Colorado State,4.2,0.8
2022,Texas A&M,2.3,2.7
2022,Rutgers,1.0,3.9
2022,Drake,3.9,0.9
2022,Tulsa,2.3,2.5
2022,Clemson,1.3,3.4
2022,Georgia State,3.3,1.3
2022,Colgate,4.4,-0.1
2022,Grand Canyon,2.2,2.2
2022,Buffalo,2.7,1.7
2022,Western Kentucky,1.9,2.3
2022,VCU,-0.3,4.5
2022,Nevada,2.5,1.6
2022,South Carolina,0.6,3.5
2022,Utah State,1.2,2.9
2022,Oregon State,1.8,2.2
2022,Georgia Tech,1.2,2.9
2022,Iowa State,1.0,3.0
2022,San Francisco,2.0,2.0
2022,Ohio,2.9,1.1
2022,Washington State,1.5,2.4
2022,Winthrop,2.1,1.8
2022,Colorado,1.9,1.9
2022,Wake Forest,1.8,2.0
2022,Stanford,0.7,3.0
2022,Boise State,1.2,2.4
2022,Murray State,3.0,0.7
2022,Washington,1.1,2.6
2022,Liberty,2.0,1.6
2022,Wright State,1.6,1.9
2022,Vanderbilt,2.2,1.2
2022,Wichita State,1.0,2.4
2022,Missouri,1.2,2.2
2022,Kansas State,0.5,2.8
2022,Akron,1.6,1.8
2022,Nebraska,1.2,2.1
2022,Vermont,1.5,1.8
2022,Minnesota,1.6,1.5
2022,Kent State,1.6,1.3
2022,James Madison,1.2,1.7
2022,Georgia,1.0,1.9
2022,DePaul,1.2,1.7
2022,Rhode Island,0.3,2.6
2022,Santa Clara,1.9,0.9
2022,Marshall,2.1,0.7
2022,Marquette,2.1,0.6
2022,Eastern Kentucky,1.6,1.0
2022,UNC Greensboro,-0.1,2.6
2022,California,0.8,1.8
2022,Louisiana Tech,0.6,1.8
2022,UC Riverside,0.7,1.7
2022,Pepperdine,1.1,1.3
2022,South Dakota State,3.4,-1.0
2022,Sam Houston,0.5,1.8
2022,North Texas,0.0,2.3
2022,Pittsburgh,0.6,1.8
2022,Boston College,1.1,1.2
2022,Dayton,0.4,1.7
2022,Hofstra,1.5,0.6
2022,East Carolina,0.0,2.1
2022,Old Dominion,0.3,1.7
2022,UNLV,0.2,1.7
2022,San Diego,0.3,1.6
2022,George Mason,-0.1,1.9
2022,Weber State,1.4,0.4
2022,Creighton,0.3,1.4
2022,Davidson,3.9,-2.2
2022,UC Irvine,-0.8,2.4
2022,Utah,3.0,-1.4
2022,UMass,1.2,0.4
2022,East Tennessee State,0.1,1.1
2022,Loyola Marymount,0.9,0.3
2022,Louisiana,-0.4,1.6
2022,Miami (OH),1.9,-0.8
2022,Chattanooga,1.1,0.1
2022,Bowling Green,1.2,-0.2
2022,Southern Utah,1.5,-0.5
2022,Cincinnati,2.0,-1.1
2022,New Mexico State,2.3,-1.4
2022,Wofford,1.4,-0.6
2022,Bryant,0.9,-0.1
2022,Portland State,-0.1,0.9
2022,South Florida,-0.8,1.6
2022,UMBC,-0.9,1.6
2022,Campbell,1.3,-0.6
2022,Oral Roberts,1.9,-1.3
2022,Tarleton,-1.0,1.6
2022,Abilene Christian,-1.8,2.4
2022,Penn State,2.7,-2.2
2022,Northeastern,-0.2,0.7
2022,Pacific,0.4,0.1
2022,South Alabama,0.1,0.2
2022,UTEP,-0.8,1.2
2022,Tulane,-0.7,1.0
2022,UC Santa Barbara,1.7,-1.4
2022,Drexel,1.4,-1.1
2022,Texas Southern,-0.1,0.3
2022,Portland,0.8,-0.5
2022,Seattle U,0.9,-0.7
2022,Georgetown,0.5,-0.4
2022,Rice,1.3,-1.1
2022,Detroit Mercy,1.4,-1.3
2022,Texas State,-0.6,0.7
2022,Stephen F. Austin,-1.1,1.2
2022,Kansas City,-1.3,1.4
2022,Stony Brook,-1.2,1.2
2022,Florida Gulf Coast,-0.1,0.1
2022,Elon,-0.3,0.2
2022,Coastal Carolina,-0.2,0.0
2022,Boston University,0.0,-0.2
2022,CSU Fullerton,1.5,-1.6
2022,Fresno State,-0.6,0.4
2022,Monmouth,-0.8,0.6
2022,Wyoming,0.8,-1.0
2022,Jacksonville State,-0.3,0.0
2022,Nicholls,-0.7,0.4
2022,Wagner,-0.7,0.4
2022,Navy,-1.2,0.8
2022,Canisius,-0.3,-0.1
2022,Towson,0.6,-1.0
2022,Hawai'i,-0.5,0.1
2022,Temple,-1.6,0.9
2022,Milwaukee,-0.2,-0.4
2022,Duquesne,-1.6,0.9
2022,Florida Atlantic,-1.2,0.5
2022,George Washington,-1.1,0.4
2022,Northern Kentucky,2.2,-3.0
2022,Montana,-1.1,0.3
2022,Morgan State,-1.5,0.7
2022,Toledo,1.9,-2.7
2022,Morehead State,-1.2,0.3
2022,Saint Joseph's,0.3,-1.2
2022,Youngstown State,1.3,-2.2
2022,Niagara,0.1,-1.1
2022,Robert Morris,-0.4,-0.6
2022,UC Davis,-1.5,0.5
2022,Wagner,-0.9,-0.1
2022,Robert Morris,-0.5,-0.6
2022,Florida International,-0.5,-0.5
2022,Saint Joseph's,0.2,-1.3
2022,UTSA,0.1,-1.2
2022,Northern Iowa,1.1,-2.2
2022,Manhattan,-3.0,1.9
2022,UNC Asheville,0.3,-1.4
2022,Oakland,1.6,-2.8
2022,Mercer,-0.8,-0.4
2022,Arkansas State,-0.3,-1.1
2022,Youngstown State,0.9,-2.2
2022,CSU Northridge,-0.1,-1.3
2022,Prairie View A&M,-1.7,0.3
2022,Hartford,-2.2,0.8
2022,Gardner-Webb,-0.8,-0.6
2022,Cleveland State,-1.7,0.2
2022,Rider,0.0,-1.5
2022,Saint Peter's,-4.3,2.8
2022,CSU Bakersfield,-1.5,-0.1
2022,Norfolk State,-1.8,0.2
2022,Long Island University,-0.9,-0.7
2022,North Dakota State,0.9,-2.5
2022,UT Arlington,-1.7,0.1
2022,Middle Tennessee,-1.3,-0.3
2022,Jacksonville,-1.5,-0.2
2022,California Baptist,0.4,-2.1
2022,Albany,-2.1,0.4
2022,Siena,-1.3,-0.5
2022,High Point,-0.9,-0.9
2022,Illinois State,-1.7,-0.1
2022,Tennessee State,-2.0,0.2
2022,Western Illinois,-0.7,-1.2
2022,St. Francis (PA),-1.1,-0.8
2022,Missouri State,0.8,-2.8
2022,La Salle,-1.9,0.0
2022,Bellarmine,3.0,-5.0
2022,Sacred Heart,0.6,-2.6
2022,The Citadel,0.2,-2.2
2022,Central Michigan,-1.0,-1.0
2022,Jackson State,-4.0,1.9
2022,Marist,-3.2,1.0
2022,Valparaiso,-0.1,-2.3
2022,North Carolina A&T,-2.9,0.4
2022,Charleston,-1.2,-1.2
2022,Georgia Southern,-2.6,0.1
2022,Idaho State,-1.7,-0.9
2022,Bradley,-0.3,-2.3
2022,Quinnipiac,-1.8,-0.8
2022,UMass Lowell,-2.0,-0.6
2022,New Orleans,-2.6,-0.1
2022,Idaho State,-1.8,-0.9
2022,Quinnipiac,-1.8,-0.8
2022,Appalachian State,-0.5,-2.2
2022,Valparaiso,-0.4,-2.4
2022,UT Rio Grande Valley,-3.4,0.5
2022,Eastern Michigan,-2.4,-0.5
2022,VMI,1.5,-4.5
2022,UIC,-2.3,-0.7
2022,Tennessee Tech,-2.0,-1.1
2022,Austin Peay,-1.1,-2.0
2022,South Dakota,0.9,-4.0
2022,Bradley,-0.5,-2.7
2022,UL Monroe,-2.2,-1.0
2022,Binghamton,-1.7,-1.5
2022,SE Louisiana,-2.1,-1.1
2022,Ball State,-0.5,-2.8
2022,Radford,-2.3,-1.0
2022,Charlotte,-1.1,-2.3
2022,North Florida,-0.7,-2.7
2022,Loyola (MD),-2.4,-1.1
2022,Southern Illinois,-1.2,-2.3
2022,Longwood,-2.9,-0.6
2022,Samford,-2.4,-1.1
2022,Fairfield,-3.0,-0.6
2022,Dartmouth,-2.1,-1.5
2022,Charleston Southern,-2.4,-1.3
2022,Southern Miss,-3.9,0.2
2022,Lamar,-2.8,-1.0
2022,Utah Valley,-0.6,-3.3
2022,Grambling,-3.2,-0.8
2022,Troy,-2.5,-1.5
2022,UC San Diego,-1.8,-2.2
2022,Howard,-1.7,-2.4
2022,American University,-1.6,-2.4
2022,Sacramento State,-1.8,-2.3
2022,Brown,-2.9,-1.2
2022,Cal Poly,-3.5,-0.8
2022,Fairleigh Dickinson,-0.5,-3.8
2022,Lipscomb,-1.2,-3.1
2022,Montana State,-0.8,-3.5
2022,Southeast Missouri State,-2.3,-2.1
2022,Western Carolina,-2.9,-1.6
2022,Northern Colorado,-1.8,-2.7
2022,Fordham,-5.1,0.6
2022,Stetson,-0.8,-3.9
2022,St. Francis (BKN),-2.5,-2.2
2022,Florida A&M,-5.5,0.7
2022,Evansville,-1.1,-3.7
